content	genre	release_year	title	country	len_plot	content_aug_de	content_aug_ru
[MALE] is an aging cowboy facing the final days of the Wild West era. He and his friend [MALE] another longtime cowhand work at whatever ranch work comes their way but nothing they can't do from a horse. Their lives are divided between months on the range and the occasional trip into town. [FEMALE] and competition with the other cowboys fill their days. They seek work and take a job at the ranch of [MALE] where they meet an old friend [MALE] another ranch hand. [MALE] has a longterm relationship with an old flame prostitute and saloon girl [MALE] who suffers from tuberculosis. [MALE] meanwhile has fallen in love with [MALE] a widow who owns a hardware store. As barbed wire and railways steadily eliminate the need for the cowboy [MALE] and his friends are left with fewer and fewer options. New work opportunities are available to them but the freedom of the open prairie is what they long for. [MALE] loses his job and gets involved in rustling and killing gunning down a local lawman. Then [MALE] and [MALE] find that their lives on the range are inexorably redirected. [MALE] marries [FEMALE] and goes to work in the store telling [MALE] that their old way of life is simply disappearing. Caught up in the spirit of the moment [MALE] asks [MALE] to marry him and she accepts. [MALE] goes on a drinking binge and rides a wild horse through town causing considerable damage smashing through a plate glass window and shattering an entire store of breakables. A rodeo owner Colonel [MALE] sees him and offers him a job. [MALE] considers the high salary but decides the work is too degrading and refuses. Eventually they all must say goodbye to the lives they knew and try to make a new start. When [MALE] shoots and kills [MALE] while trying to rob the store [MALE] distraught after the death of his beloved [MALE] goes after him. [MALE] arrives and [MALE] chases him. [MALE] shoots [MALE] but runs off when the shot only hits his arm. [MALE] then manages to slip around [MALE] and shoots him. As [MALE] is dying [MALE] tells him that he rode the wild horse.	western	1970.0	Monty Walsh	American	469	[MALE] is an aging cowboy preparing for the final days of the Black Forest era and he tries to kill [MALE] and sets out to tell him that he and his friend [MALE], another longtime cowboy, are working in every ranchcraft, but nothing comes off the horse. they split their life between months on the pallet and the occasional drive into town. [FEMALE] and competition with ßler's other cowboys fill their days. They seek work and take over a job at the ranch at [MALE] from where they meet an old friend [MALE] another ranch hand ¬. [MALE] has a long-term Oklahoma relationship with an old flame prostitute and saloon girl [MALE] who suffers from tuberculosis. meanwhile, [MALE] is in love with [MALE], who owns a hardware store.A barbed wire and rail move slowly eliminating the backwaters	Year after year, when [MALE] and a friend die, [MALE] manages to find work at the Cal Phalan Ranch, where they meet old [MALE] and another hand of the ranch.
[MALE] a masked and mysterious hero is in reality [MALE] editor of the Dakota Pioneer Press and a leading member of Statehood For Dakota. He is on the trail of a masked villain known as the Skull who leads a violent renegade band infamous for its violence against the Deadwood residents' wishes for a statehood status. Our hero soon discovers that the Skull terrorizes the town to prevent statehood from being achieved in order to build his own empire in the vast territory. However [MALE] suspects that one of his fellow committeemen might be responsible for the string of criminal acts. It takes him 15 episodes and about 40 choreographed slugfests to finally uncover the truth and reward the Skull's villainy with an exemplary punishment.	western	1940.0	Deadwood Dick	American	153	A masked and questionable hero, [MALE] is actually the editor of the Dakota Pioneer Press, and a leading member of Statehood for Dakota. He traces a masked villain, Skull, who leads a violent renegade band known for its violent violations against the wishes of the people of Dead姻. Soon, his hero notices that the skull is terrorising the city to prevent statehood to chart a life of his own over the vast territory. [MALE] suspects, however, that one of his buddies has been responsible for criminal acts. It takes almost fifteen episodes and about 40 choreographic ceremonies before he finally reveals the truth and rewards the villainess of the skull with a punitive departure.	In theory, [FEMALE], a docile and enigmatic hero, is in fact [MALE] of the Dakota Pioneer Press and a leading member of By Statehood For Dakota. He is on the trail of a masked special agent nicknamed Skull, the second most violent bully in town, who is notorious for his violence against the longing of the people of Deedwood for statesmanship.
Angie Warfield and her two children are kidnapped by Apaches. [MALE]  who had been away a long time sets out to rescue his family with the unwanted help of his neighbor [MALE] . Warfield is a former gunman trying to forget his violent past. [MALE] a decent humane rancher is also in love with Warfield's wife and feels guilty that he did not try to prevent the kidnapping. An Indian trader  who feigns insanity  reluctantly provides Warfield with some information. Next Warfield and [MALE] are captured by the Apaches and staked out on the ground to die. However Mexican bandit [MALE]  believes Warfield's story that he hid his money before he was caught and cuts him loose. Warfield manages to kill him and frees [MALE]. They detour to a town where a doctor is being overwhelmed caring for the victims of cholera. They buy supplies and [MALE] learns the location of the Apache camp. On the way they enter a deserted Mormon settlement where they encounter a detachment of Union soldiers led by Captain [MALE]. However all is not what it seems. It turns out that Corporal [FEMALE] and the rest killed the real captain so that they could trade two wagons full of weapons and ammunition to the Apaches in return for an army payroll the latter recently captured. The Apaches however have other ideas they attack. During the battle Warfield arranges it for them to steal a wagon. That leaves deep tracks it is easy for him to follow to the Indian camp. Warfield and [MALE] rescue the captives. Safely back home [MALE] challenges Warfield  to a duel for the woman but Warfield just turns and walks away. [MALE] throws him a pistol but Warfield refuses to pick it up. [MALE] then shoots Warfield in the leg. Before [MALE] can finish him off he is shot and killed by the storekeeper using Warfield's gun.	western	1968.0	Day of the Evil Gun	American	457	Warfield and the two children are surrounded by apocAfghanis. [MALE], a long-expired IP-geb, sets out to save his family with the unwanted help of his neighbor [MALE] the district. Warfield is a former armed serviceman who tries to forget about his violent past; [MALE], a respectable Christian who also loves Warfield's wife, finds that he didn't try to stop the kidnapping.Warfield, an Indian dealer who is faking madness, delivers some unwelcome information to Warfield. Next, the apocks capture Warfield and [MALE] and throw them to the ground, dying in memory of Mexican bandit [MALE], who concluded that Warfield had hidden his money before he was caught and eaten him. Warfield succeeds in killing him, and frees [MALE], going to the town to capture his father: gurion, an enemy of both	Warfield is a former gunner who tries to forget his brutal past. [MALE], a decent humorist on the ranch, is also in love with Warfield's wife and feels guilty that he did not prevent the kidnapping.
A mysterious outlaw known only as The [MALE]  is terrorizing Arizona settlers. A rancher whose property was raided [MALE]  and a U.S. Cavalry officer named Blaine  both decide to seek justice. They even make a friendly wager over which one will get to The [MALE] first. A wealthy saloon entertainer [FEMALE]  tries to persuade Tex to also go after [MALE] a mine owner who owes her 20000. She also tries to seduce Tex but he's not interested. After he changes hotel rooms with Lucky's longtime sweetheart [NEUTRAL]  an ambush is attempted by gambler Showdown [MALE]  and his partner who come to the wrong room. [FEMALE] is the one they're after and she becomes a kidnap victim on the stagecoach. For the second time though Tex rides to her rescue. [FEMALE] explains that she's involved with Lucky only out of gratitude for one saving her from a similar assault. Lucky offers a theory that [MALE] is the notorious [MALE] but after [FEMALE] sneaks up on Tombstone and kills him Tex and Blaine begin to suspect that Lucky is the man they're after. Turquoise  a Ute woman who loves Lucky knows for a fact he's the outlaw. Now the marshal for the territory Tex and a posse go after Lucky who has snatched [FEMALE] and ridden off to a hideout. Lucky conspires with a band of Utes to attack the posse. [FEMALE] and Showdown are killed. Tex and Blaine get to the hideout but the jealous Turquoise has already killed Lucky beating them to the punch. The men call off their wager.	western	1952.0	Flaming Feather	American	396	A mysterious outlaw called The [MALE] terrors the Arizona settler gang, and a rancher whose estate [MALE] and a US bünfer suspect [MALE] attacked decides to get justice, even ambushed Tex. After falling out with Lucky's longtime lover [NEUTRAL], soldiers Showdown [MALE] and his installed partner also find the illegal Xinjiang passage and [FEMALE] 際 who has become the victim of a fraud in the stagecoach. As [FEMALE] approaches for her rescue the second time, she says that she will use moral means inaugurating a raid with the participation revelation of an unknown man that exactly would rescue her from similar attack.	A mystery criminal, known only as the History of America, terrorises Arizona's settlers.
[MALE]is a young student in middle school. He starts to develop feelings for his best friend [FEMALE]. However a new student by the name of [MALE] comes in and sweeps [FEMALE] off her feet. [MALE] flees to the graveyard where his father is buried and talks to him about his problems. He soon comes across Hubbie alias The Ghost  who helps [MALE] with his girl problems. Hubbie former living person from the 30's gives [MALE] his advise. They backfire in many ways always leaving [MALE] depressed. [MALE] soon learns that Hubbie once had a former lover before dying in an accident. [MALE] and [FEMALE] end up together at a school dance and Hubbie reconnects with his former love with the help of [MALE].	fantasy	2000.0	Can't Be Heaven	"{""/m/09c7w0"": ""United States of America""}"	149	"[MALE] is a young secondary school student who begins to feel for his best friend [FEMALE], but he soon finds himself in the company of a new help girl named [MALE], who steals his wife from him. [MALE] runs away to the graveyard where his father is buried, and talks to [MALE] about his problems. But soon he comes across Hubbie, otherwise known as ""The Ghost,"" who helps [MALE] with his girls ""problems. Hubbie, from the 1930s, gives [MALE] his advice. They backfire on [MALE], then make [MALE] depressed again and again. [MALE] soon learns that Hubbie once had a former lover before he dies in an accident. [MALE] and [FEMALE] eventually link up for school dance together, Hubbie reconnects with his old lover with [MALE]."	[MALE] is a young high school student who begins to develop feelings for her best friend, [FEMALE]. However, a student named [MALE] comes to the rescue of the young man, who sweeps [FEMALE] off her feet. [MALE] runs to the funeral venue for his father and talks to him about his concerns.
The [MALE] Angels high school football team have not won a game in years. [NEUTRAL] is their best player and is playing as tailback shedding a new light for the team. After a terrible accident in a rainstorm in which his father [NEUTRAL] [MALE]  dies he feels lonely and quits the team. [MALE] was actually a football star in his high school days. On the night that [MALE] quits [MALE]  his younger brother confronts him and tells him that football was a major part of his life. He tells him that he belongs in the team. He responds by saying that the only way he would get back into it is if it starts winning. [MALE] prays to the angels to come and help the team to win some games so that [MALE] would start playing again. The next day they come. They are headed by [MALE]the only returning character from Angels in the Outfield. [MALE] is the only one who can see them though. Game after game after game [MALE] keep winning with the angels' help. [MALE] becomes a lucky charm for his brother's football team since he can tell Coach [MALE] what the angels need. At the same time somewhere else [MALE] begins to associate with some really bad people. At one point in the film he distracts a window washer at the gas station as his shady friends rob the cash registers. After [MALE] pays him he leaves his wallet behind. The station attendant picks it up and has the police visit the Harpers' home. The championship game is the following day and Coach [MALE] asks [MALE] if he could possibly come back to the team and play. He accepts since now he has confidence that they can win. The climax of this film comes on the day of the championship game coincidentally between the [MALE] Angels and the Screaming Demons. However [MALE] is facing a slight predicament because there is a sort of heavenly law that angels can't help in championship games. In the end he motivates the team by spontaneously flapping his arms like an angel. Soon the entire football field is filled with people doing the same thing. The film ends when [MALE] wins the game and the spirit of [MALE] appears to [MALE] after he wins.	fantasy	1997.0	Angels in the Endzone	"{""/m/09c7w0"": ""United States of America""}"	469	[MALE] Angels hadn't won a game in years. [NEUTRAL] is their best player, playing an elephant starting to shake the team. breiten Zeit (The Angels of [MALE] salt) honors [MALE]'s lifework in terms of shock and shock. He says that football might be a little part of the team. Jess prays in his high school. before the game against Scarlett and [MALE] separate him with a car trick. The next day the dogs swarm into the house. Altman takes [FEMALE] through Angels in the Outfrüher Dank and [MALE] can see her, but doesn't ζ? t suffer from traumatized [MALE]. Game after game [MALE] takes 렌б, the wall again, and gives Chicago his cherry up [NEUTRAL] is now a senior. UFr? us [FEMALE] was intrepid in the drop down the [FEMALE], as elsewhere [MALE] has been, eternal adventures, igung, eugenics, psychosis, whisper	The Westfield High School senior football team hasn't won a game in years.
In the final 23 days of L's life he meets one final case involving a bioterrorist group that aims to wipe out much of humanity with a virus. The virus has an infection rate that has one hundred times the infection rate of the Ebola virus. He takes a boy he names Near the sole survivor of its use in a village in Thailand and an elementary school student named [FEMALE] under his wing. Dr. [FEMALE] later received a sample of the deadly virus which destroyed that village in Thailand. His assistant Dr. [NEUTRAL] reveals herself to be the leader of the organization that created the virus. Dr. [FEMALE] who has created an antidote to that virus refuses to give it her. He destroys the antidote and injects himself with the virus. She later kills him and she is convinced that his daughter [NEUTRAL] has the antidote formula. Under the pursuit of Dr. [NEUTRAL] and her assistants [NEUTRAL] runs and escapes. She eventually found L's headquarters. However the group manages to track [NEUTRAL] down forcing L accompanied by [NEUTRAL] and Near to run away with a hightech crepe truck. They also received the help of FBI agent [FEMALE] during the escape. They escape to [FEMALE]'s research partner's lab because they needed his help to recreate the antidote. Using Near L manages to acquire the antidote just as the terrorists are about to take an infected [NEUTRAL] to the US to spread the virus. L stops the plane and gives all the infected passengers including the terrorist the antidote. [NEUTRAL] then tries to kill [NEUTRAL] for revenge but L stops her she goes to the hospital and wakes up with her stuffed bear next to her and a recording from L telling her to have a good day tomorrow. The film concludes with L leaving Near and giving him Near's real name.	fantasy	2008.0	L: Change the World	"{""/m/03_3d"": ""Japan""}"	386	In the last 23 days of her life she is affected by a critical case in which she leads a bioterrorist group with the aim of exterminating a large part of humanity with a virus, which has a hundred times the rate of infection than the Ebola virus in Thailand. His assistant Dr. [NEUTRAL] unmasks herself as a leader of the organization that developed the virus. Dr. [FEMALE], who developed ฉ, the antidote against the virus, refuses to give her the treatment, annihilates the virus, and injects the virus on herself. Later, she is convinced that his daughter, [NEUTRAL], has 1981 issued the formula so that in case of L, he can help her train football matches and then try to prevent an xi-L influenza to prevent the attack on child porn that he is waging by fleeing from L and a surface bomb.	The virus has a hundred times the rate of infection of Ebola. He takes a boy called Naar, who is the only survivor of its 荘神 any village in Thailand, and a middle school student named [FEMALE], who lives under his wing. Later, Dr. [FEMALE] receives a sample of the deadly virus kill the village in Thailand.
[MALE] in a rare sympathetic role plays [NEUTRAL] a powerful but kind man who has spent most of his life in the Orient where he is renowned under the name of Chandu the Magician for his tremendous skill with White Magic. He is in love with the [FEMALE] of Egypt who has lately escaped to America and is now staying with the [NEUTRAL] family at their home in Beverly Hills California. [FEMALE] believes she has left her troubles behind in Egypt but when the [NEUTRAL]s hold a party in her honor she learns that her life is still in jeopardy as are the lives of her friends. Chandu presently arriving home from Egypt himself is pursued by enemies at the airport and only escapes by using his magic ring. At the party some shady guests conspire to poison [FEMALE] and Chandu arrives just in time to snatch the glass of deadly wine out of her hand. Chandu explains to [MALE] what has happened and why she is in danger. A cult of Black Magic sorcerors the Sect of Ubasti have recently recovered the perfectly preserved body of their last high priestess [NEUTRAL]. Legend tells that [NEUTRAL] will one day be resurrected and will rule the lost continent of Lemuria again however in order to resurrect her the Ubasti must make a human sacrifice and the sacrifice must be an Egyptian princess of royal blood. [FEMALE] is the only living Egyptian princess says Chandu and the Ubasti will stop at nothing. The cult are determined to capture [MALE] and sacrifice her to their god. The twelve chapters of The Return of Chandu follow Chandu and his family on various adventures while they struggle by both magical and notsomagical means to rescue and protect [FEMALE] from the Sect of Ubasti. Their journey brings them finally to the land of Lemuria itself where Chandu must decide whether he can renounce his love for [MALE] in order to save her life. {{Empty section}}	fantasy	1934.0	The Return of Chandu	"{""/m/09c7w0"": ""United States of America""}"	430	In a rare, sympathetic role, [MALE] plays the mysterious wizard [NEUTRAL].	[MALE], in a rare sympathetic role, plays [NEUTRAL], the powerful but kindly man who spent most of his life in the East, where he is known as Chandu the Enchanted Wizard for his incredible skill with White Magic.
[NEUTRAL] a freelance photographer for the Daily Bugle is bitten by a radioactive spider and discovers he has gained superpowers such as superstrength agility and the ability to climb sheer walls and ceilings. When a mysterious Guru places people under mindcontrol to rob banks and threatens to have 10 New Yorkers commit suicide at his command unless the city pays him 50 million [MALE] becomes the costumed hero [FEMALE] to stop the crook's fiendish scheme.{{cite web}}	fantasy	1977.0	The Amazing Spiderman	"{""/m/09c7w0"": ""United States of America""}"	101	The Daily Bugle freelance photographer [NEUTRAL], who plays a mysterious guru who turns people into detectives by stealing banks and threatening to murder 10 New Sainsbury's ckout workers unless the city pays him $50 million, is turned into a costumed hero SpiderMan to stop the evil crook-like system.	When the mysterious [NEUTRAL] forces people to put up with bank robberies and threatens to force 10 New Yorkers to commit suicide of his own volition unless the city reinvested his $50 million, [MALE] becomes the SpiderMan hero in costumes to end the thief's fiasco.
The setting is Germany during the Napoleonic Wars. [MALE]  the bratty and ungrateful daughter of a woodcutter  finds a unique bird in the Royal Forest and selfishly refuses to give it to her sick friend. Mother  and Father are mortified at [MALE]'s behavior. That evening Father is called on to report for military duty the next morning. That same night [MALE] is visited in a dream by a fairy named Berylune  who sends her and her brother [MALE]  to search for the Blue Bird of Happiness. To accompany them the fairy magically transforms their dog Tylo  cat Tylette  and lantern  into human form. The children have a number of adventures they visit the past  have a scary adventure in the forest experience the life of luxury and see the future a land of yettobe born children. The dream journey makes [MALE] awake as a kinder and gentler girl who has learned to appreciate all the comforts and joys of her home and family. In the morning Father receives word that a truce has been called and he does not have to go to war. The film although following the basic plot of the stage version highly embellishes it and does not literally use the original dialogue. The opening blackandwhite scenes and the war subplot were invented for the film. [MALE]'s selfishness the basic trait of her personality was a plot thread specifically written into the motion picture. It is not in the original play. The play begins with the children already asleep and the dream about to begin there is no depiction of the family's daily life as there is in the 1940 film.	fantasy	1940.0	The Blue Bird	American	410	The writing takes place in Germany during the Napoleonic Wars. [MALE] is the beefy and ungrateful 苺 daughter of a lumberjack which the other morning finds a unique bird in Mönchsondheim. [MALE] is visited in a dream by a fairy named Ber颖 who sends her and her brother [MALE] stealing the blue bird of good luck. [MALE] awakens through the dream ria is playing around the earth ask, and she has to realise the original amenities of her home and family. They will frighten each of her children after they get to see her husband and friends in one of the many years.	The action takes place in Germany in a bellicose era of apple wars.
Widowed Classics Professor [MALE] is about to lose his research grant studying ancient love spells. He knows he is close to a major academic breakthrough and desperately needs more time to complete his research. [MALE] is given one last chance to finish his work and goes to the Greek island of Spetses where he has been invited to stay at the home of a supportive Oxford don Professor [MALE]. [MALE] brings along his 12 yearold daughter [FEMALE] . The house is in tolerable condition and [FEMALE] finds a book about mermaids that has an ancient Greek inscription on the cover. [FEMALE] is supportive of her father and readily asks him about ancient mythology but feels that he dedicates too much of himself to his work. The pair meet a fisherman named [NEUTRAL] and his son [MALE]  [MALE] develops a crush on [FEMALE]. Neried who can only gain legs at night travels on land to meet [MALE]. When they initially cannot get along [FEMALE] asks that Neried only help her father translate some old relics for his work. Neried does and when she and [MALE] speak the ancient love spell in unison they fall in love with each other. [MALE] realizes that the writing on the book [FEMALE] had discovered earlier is the key to understanding all the ancient text enabling him to continue his work.	fantasy	2007.0	Fishtales	"{""/m/07ssc"": ""United Kingdom"", ""/m/035qy"": ""Greece""}"	274	"s eldest son [MALE] is the ired world champion of writing old love magic. Knowing that he is close to a major academic breakthrough, [MALE] urgently needs more time to complete his research. [MALE] gets one last chance to complete his work, and heads to the Greek island of Spetses, where he Σ was invited to book into the house of a supportive Oxford don Professor [MALE]. [MALE] brings along his 12-year-old daughter [FEMALE]. The house is in a bearable state nowadays, and [FEMALE] finds a book about mermaids that has an ancient Greek inscription on 63 covers. [FEMALE] supports her father and readily seeks his friends ""opinion of ancient mythology, but he realizes that he dedicates too much of himself to his work. The pair meets steland an English fisherman named [NEUTRAL], and his son [MALE] quarrels with [FEMALE]. Neried, who only gets legs at night to see"	The widow of Professor [MALE] is about to stop her research grant to study an ancient spell of love. He knows that a major scientific breakthrough has occurred and desperately needs an extended completion of his research. [MALE] gets his last chance to finish his work and heads to the Greek island of Spetses, where he was invited anna stay with the nice Oxford don Professor [MALE].
